url,date,comments,hashtag_list
https://www.instagram.com/p/B5UuDGylU1K/,2019-11-26,"오늘부터 본격적인 한파의 시작이라네요 🥶
.
카페 문 에서는 여러분을 위한
레몬차와 자몽차, 아나스타샤, 아쿠아로사까지 따뜻한 차들이 준비 되어있답니다! 😊😊 #카페문 #cafemoon #서울역카페 #서울역카페추천 #서울역카페문 #서울역카페맛집 #한파 #레몬차 #자몽차 #아나스타샤 #아쿠아로사 #차 #서울역가까운카페 #조용한카페 #노래좋은카페 #예쁜카페 #작은카페 ","카페문, cafemoon, 서울역카페, 서울역카페추천, 서울역카페문, 서울역카페맛집, 한파, 레몬차, 자몽차, 아나스타샤, 아쿠아로사, 차, 서울역가까운카페, 조용한카페, 노래좋은카페, 예쁜카페, 작은카페"
https://www.instagram.com/p/B5Ut2--BFeO/,2019-11-26,"#인천송도카페
#예쁜카페
#플라워카페 ","인천송도카페, 예쁜카페, 플라워카페"
https://www.instagram.com/p/B5UtuCDHmOR/,2019-11-26,"#천안카페 #불당동카페 #원센트럴파크
모든 것이 완벽했던 카페♥️
저 디저트 이름 기억이 안나는데 암튼!!
완전 꿀맛탱😳 너무 맛있어따ㅠㅠㅠㅠ
공간도 넓고 엄청 시끄러운 분위기가
아니여서 더 좋았던._. ✨ @dpsl._.ii #카페투어 #카페탐방 #커피그램 #커피스타그램 #카페그램 #카페스타그램 #브런치카페 #디저트카페 #신상카페 #예카 #예쁜카페 #서울카페 #홍대카페 #강남카페 #연남동카페 #연남동맛집 #가로수길카페 #이태원카페 #김해카페 #부천카페 #제주카페 #서울숲카페 #경리단길카페추천 #카페추천 좋아요 분위기...♥️ 시끄러운데 넘 시러어😂😂 빨미까레🤭💛 천안카페투어하시는 중인가봐여!!!! 여기 진짜 좋죠 ㅠㅠ아보카도 토스트도 짱!!👍🏻👍🏻 ","천안카페, 불당동카페, 원센트럴파크, 카페투어, 카페탐방, 커피그램, 커피스타그램, 카페그램, 카페스타그램, 브런치카페, 디저트카페, 신상카페, 예카, 예쁜카페, 서울카페, 홍대카페, 강남카페, 연남동카페, 연남동맛집, 가로수길카페, 이태원카페, 김해카페, 부천카페, 제주카페, 서울숲카페, 경리단길카페추천, 카페추천"
https://www.instagram.com/p/B5Utp3tFk6v/,2019-11-26,".
.
커피와 수다♡
스콘앙버터 맛남맛남😆
.
.
#예쁜카페
#아침일찍부터출발
#오늘도즐거운수다와힐링😍
#핑크솔트라떼는실망😅
#흑임자라떼는맛있음🙂 ","예쁜카페, 아침일찍부터출발, 오늘도즐거운수다와힐링, 핑크솔트라떼는실망, 흑임자라떼는맛있음"
https://www.instagram.com/p/B5UtjxElmrG/,2019-11-26,".
.
#나무아래오후
너무 예쁜 곳이였는데
사진에 담을수가 없네😭
.
.
엉뚱이와 다이아❤️
.
.
#2019.11.16
#나무아래오후
#예쁜카페
#가평예쁜카페
#엉뚱이랑다이아
#사이좋게자라렴❤️ 가펴어어어엉❤️ 엉뚜우우우웅 ❤️ 다이아아어아아❤️ ","나무아래오후, 2019, 나무아래오후, 예쁜카페, 가평예쁜카페, 엉뚱이랑다이아, 사이좋게자라렴"
https://www.instagram.com/p/B5UtjvJHGKT/,2019-11-26,"겨울왕국이 겨울왕국했다❄️☃️
#카페 #예쁜카페 #cafe #cafestagram #cafeteria #카페스타그램 #cafè #신용산역카페 #용산역카페 #용산역예쁜카페 #파크15 #우도땅콩라떼 #말차라떼 #겨울왕국2 #존잼 #겨울왕국1트 ","카페, 예쁜카페, cafe, cafestagram, cafeteria, 카페스타그램, caf, 신용산역카페, 용산역카페, 용산역예쁜카페, 파크15, 우도땅콩라떼, 말차라떼, 겨울왕국2, 존잼, 겨울왕국1트"
https://www.instagram.com/p/B5Utbu9A36a/,2019-11-26,"구찌 신상 오피디아 수프림 파우치 클러치백 517551
사이즈:29*20
원하시는 상품 사진캡쳐후 문의주세요^^
가격/ 배송 및 기타문의는
카카오톡👇🏻
https://open.kakao.com/o/soDbkM2
플러스친구👇🏻
http://pf.kakao.com/_KbeqT
#구찌오피디아파우치 #구찌오피디아파우치 #구찌수프림파우치 #구찌파우치 #구찌가방 #구찌클러치백 #직장인 #직장인스타그램 #좋아요반사 #일상스타그램 #옷가게 #데일리룩 #셀피 #뷰티스타그램 #울산맛집 #셀카 #인스타데일리 #셀스타그램 #선팔 #맞팔 #소통 #울산카페 #예쁜카페 #셀기꾼 #일상 #럽스타그램 #좋아요 #선물스타그램 ","구찌오피디아파우치, 구찌오피디아파우치, 구찌수프림파우치, 구찌파우치, 구찌가방, 구찌클러치백, 직장인, 직장인스타그램, 좋아요반사, 일상스타그램, 옷가게, 데일리룩, 셀피, 뷰티스타그램, 울산맛집, 셀카, 인스타데일리, 셀스타그램, 선팔, 맞팔, 소통, 울산카페, 예쁜카페, 셀기꾼, 일상, 럽스타그램, 좋아요, 선물스타그램"
https://www.instagram.com/p/B5Uc3w3FDaW/,2019-11-26,".
날이너무좋았어요
문구류가 주력이였던 마켓😣♥️
매장으로 스티커보러오신다고하셨던분
기억합니다 ㅋㅋ🤣
찾아주신모든분들감사드려요
매장휴무라 일부러 마켓장소로 와주시고
커피도사주시고..♥️🙇🏼‍♀️ 덕분에힘내서끝까지으쌰했어요
내일은 매장오픈이에요
매장에서뵐께요🎄 #핑크바케스#대전#대전카페#대전핑크바케스#핑크바케스대전#대전소품샵 #용문동#용문동카페#은행동카페#대전근교#핑크#예쁜카페#소품샵투어#탄방동카페#소품샵#수입소품샵#오늘#데일리#럽스타그램#커플#데이트#둔산동카페#대전마켓#라운드마켓#둔산동마켓#둔산동맛집#둔산동스타벅스#오페라웨딩홀 ","핑크바케스, 대전, 대전카페, 대전핑크바케스, 핑크바케스대전, 대전소품샵, 용문동, 용문동카페, 은행동카페, 대전근교, 핑크, 예쁜카페, 소품샵투어, 탄방동카페, 소품샵, 수입소품샵, 오늘, 데일리, 럽스타그램, 커플, 데이트, 둔산동카페, 대전마켓, 라운드마켓, 둔산동마켓, 둔산동맛집, 둔산동스타벅스, 오페라웨딩홀"
https://www.instagram.com/p/B5Us9ojlFGs/,2019-11-26,"#생우유후르츠
순수우유필링에 후르츠시리얼 🤩 #어썸카페#내포카페#내포어썸#예산카페#홍성카페#흑임자라떼#마카롱#파블로바#수제마카롱#수제디저트#타르트#카페투어#카페추천#예쁜카페#일상#좋아요#선팔#맞팔#내포맘#홍성맘#예산맘#ootd#카페#카페스타그램#예산마카롱#내포마카롱#홍성마카롱 ","생우유후르츠, 어썸카페, 내포카페, 내포어썸, 예산카페, 홍성카페, 흑임자라떼, 마카롱, 파블로바, 수제마카롱, 수제디저트, 타르트, 카페투어, 카페추천, 예쁜카페, 일상, 좋아요, 선팔, 맞팔, 내포맘, 홍성맘, 예산맘, ootd, 카페, 카페스타그램, 예산마카롱, 내포마카롱, 홍성마카롱"
https://www.instagram.com/p/B5Us9lgFD50/,2019-11-26,"우리회사 밑에 카페가 많이 생겼다
동네 골목 골목 #예쁜카페 가 넘 많아☕️
#커피전문점 도 좋지만, 가끔은 이런곳도 좋으네^^
#민락동 #데일리오아시스
카페이름도 참 좋다🌴
체인점인가?
무튼 분위기도 좋음!!
.
.
.
#커피스타그램 ##일상스타그램 #얼스타그램 #럽스타그램 #셀스타그램 #셀카 #셀피 #self #sefie #소통 #인친 #일상 #데일리룩 #해운대해변로 #해운대메이크업 #부산메이크업샵 #바다 #해운대 #첫줄 #좋아요반사 #좋반 #광안리카페 #부산카페 #광안리커피 #광안리맛집 좋반이요 좋아요 남깁니다 ^^* 첫 댓글이네요~^^ 토요일에 처음 가봤는데 되게 좋더라구요~^^ ","예쁜카페, 커피전문점, 민락동, 데일리오아시스, 커피스타그램, , 일상스타그램, 얼스타그램, 럽스타그램, 셀스타그램, 셀카, 셀피, self, sefie, 소통, 인친, 일상, 데일리룩, 해운대해변로, 해운대메이크업, 부산메이크업샵, 바다, 해운대, 첫줄, 좋아요반사, 좋반, 광안리카페, 부산카페, 광안리커피, 광안리맛집"
